,id,tweet,subtask_a,subtask_b,subtask_c
1335,34725,@USER @USER He is a Russian troll. Look at the rest of his page.,NOT,,
11542,40559,@USER hmm i'd do something like getting really high quality artists to draw really boring cars like a fucking 2002 grand prix or something,OFF,TIN,OTH
7406,37193,@USER Good Day   I trust that you are well  Please send me your email address,NOT,,
12592,80722,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Andre cury earned 6 million from Neymar's transfer to PSG.,NOT,,
11472,93599,@USER @USER It's the Liberals plans to destroy our Judeo-Christian culture and replace it w/this irrational just science. URL,NOT,,
221,27238,@USER Thank you to everyone for making this possible you are amazing and so are the beautiful bears. I'm a member of Olivers Army and I appreciate everything you do to make lives better.,NOT,,
7923,31334,@USER @USER @USER I don't even understand what you are saying. Wow.,NOT,,
11218,22703,@USER Ppl that are multimillion dollar Socialist Liberals from New York. Ya no problem.,NOT,,
8145,61195,@USER @USER There is help for your mental illness.  Good grief you liberals are seriously disturbed.,OFF,TIN,GRP
9727,65475,@USER Tom was bought! He is more interested in Tom than his constituents,NOT,,
6347,55295,@USER @USER @USER @USER @USER @USER A popular vote would be terrible! We would become a Democracy!,NOT,,
506,81763,"@USER @USER @USER I want to make clear I don't think gun control"" is the answer people are looking for as far as gun violence is concerned. I do find that people should focus on mental health and bullying in schools if they want to address the root of the problem.""",NOT,,
10108,67953,@USER You are so fragile. It must be hard to live that way.,NOT,,
1276,15277,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nope.  I lived in the middle of a country's civil war.  Gunfire and all.  What I did see was Antifa hitting the elderly and children passing by one of their rallies.,NOT,,
1091,60311,@USER @USER Oh she is doing that all by herself,NOT,,
8981,10855,@USER @USER This is a common message from liberals and Democrats.   Remember Nancy Pelosi we have to approve the health care package -Obama care and then we’ll see what’s in it afterwards🤔,NOT,,
11173,81273,@USER Good.  He's a mess,OFF,TIN,IND
3977,72043,@USER @USER He is URL,NOT,,
11381,65130,@USER This is not possible. California has implemented strict gun control. Only law enforcement and those fortunate enough to get a permit can carry in public. “Assault weapons” are banned.,OFF,UNT,
3207,69277,@USER what the fuck happened,OFF,TIN,OTH
2487,30478,@USER What shitty wipers you have,OFF,TIN,IND
11020,80805,@USER Aim higher!,NOT,,
11250,97889,@USER This message was approved by #antifa #pussyhats #BLM,NOT,,
5610,53622,"@USER @USER @USER I didn't see the referred to TV segment, and I don't support the response, but It is very easy to see how you, as a race baiter, can bring out the emotions you are trying to elicit. It is unfortunate that UR willing to sacrifice Black people to make you such a big man"".""",OFF,TIN,IND
1412,29634,@USER #JustSayin’ what the majority is thinking. More #FakeOutrage &amp; #Lies from the #LunaticLeft. Never seen so many sore losers throwing temper-tantrums for almost 2 years now. Embarrassing! #MAGA🇺🇸 URL,OFF,TIN,GRP
6563,49138,#Spanish #unjustice vs. #FreedomOfExpression and #HumanRights #Spain is a  #fakedemocracy @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #cddr #shameonSpain  @USER @USER URL,NOT,,
2690,66217,@USER @USER Yes he is.,NOT,,
5838,34224,.@USER should not be allowed to host @USER if he's going to let Republicans go on and say any ole thing without mediation/fact checks. He is a waste of breath. stick to counting votes @USER,NOT,,
7491,34953,#Muslims and #Islam finally got their #WhiteSupremacist #Terrorists they have wanted for so long they can harp on about and say were worse than them ..  Two 15 year old boys from #Ramsgate!  Jesus 🤔  #MAGA #MEGA #MCGA #MBGA #Conservatives #Patriots URL,NOT,,
7243,81310,@USER She is allergic to chocolate ☹️,NOT,,
1767,64837,@USER Eric Holder should be in PRISON !!,OFF,TIN,IND
1075,36226,@USER @USER F Hope! Since he’s ‘NOT smarter than a 5th grader’ maybe she is!,OFF,TIN,IND
9658,12667,@USER You just justified their not only using violence but the instigating it. What if I use a similar justification and say they hate Americas and wish to violate my to rights. End Antifa and its ideology and end people trying violate my rights and destroy my country,NOT,,
3495,58389,@USER 😐 sorry but she is an idio,OFF,TIN,IND
256,97300,@USER @USER @USER What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL,OFF,TIN,IND
1280,15421,@USER Schumer also wanted the IRS to go after conservatives and the Tea party organizations during the Obama administration. Chucky the clown wants President Trump impeached so stop voting for Democrats. Tell Chuck to confirm 400 nominees  still waiting to do their job.,NOT,,
5692,31274,@USER Looks like you are taking the couch tonight.,NOT,,
5082,45420,@USER What exactly does he think he is going to do? He should be careful about how he goes around issuing sly theats.,NOT,,
10613,20583,@USER Anyone else getting a different idea of how these attacks are connected? 🤔🤫,NOT,,
5476,16579,@USER Research: The racist history of gun control.,OFF,TIN,IND
9840,59866,@USER refuses to release thousands of documents #WhatAreTheyHiding   Consistent decisions AGAINST women's rights  civil rights  gun control  immigration  health care And financial problems..who paid off his debt   Why would ANYone vote to confirm,NOT,,
5974,79273,@USER Agree. People forgetting how good he is.,NOT,,
12748,65370,@USER @USER @USER @USER Another village missing its idiot!!! 🙄,OFF,TIN,IND
7753,32097,@USER He’s a dumb ass!,OFF,TIN,IND
12227,12243,"@USER Impulsive reaction.""  She is not looking at the gun, and her head is bowed low, mane a mess.  ""What happens now?""""",NOT,,
10258,95643,"@USER And republicans fall right in line and say these are serious accusations we must postpone the vote until we hear from her"".  Many republicans are not interested in being conservatives.""",OFF,UNT,
11257,23745,@USER I wish I could join a server without disconnecting...,NOT,,
11935,58521,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh you did not just tag @ jack URL,NOT,,
4015,49705,@USER No doubt she is proud of her daughter from Heaven! So sorry for your loss (at such a young age) How difficult it must have been &amp; I imagine to a certain degree still must be...She sounds as a truly wonderful person. You are her legacy!,NOT,,
1503,81445,@USER The only thing this is going to do is make the #MeToo movement even more of a joke than it already has become. I don't think anyone is falling for this BS except for maybe Antifa.,NOT,,
5456,12106,@USER @USER @USER It just seems like this is another way of the liberals to change history.,NOT,,
8678,87452,@USER Every day Breitbart finds a new hill to die on. And every day the sheep follows its lies.,NOT,,
4573,40331,@USER @USER @USER @USER @USER @USER Amazing seeing how she is a prof and an activist,NOT,,
2561,82177,@USER But she is hecking cute fluffer,NOT,,
10306,76677,@USER Trudeau claiming what conservatives did or didn't do instead of what he was to busy to do for the last 3 years #TrudeauMustGo #liberalsmustgo #GoneIn2019,NOT,,
1238,48421,@USER @USER @USER You bring up a great point. These morons really look at life like it's the movies. They do it in the gun control debate all the time. They seriously think that a shootout with a bad guy will never hurt bystanders. It's why they want to arm teachers. Idiots!,OFF,TIN,GRP
2669,85014,@USER Why cant ISIS blow up these two assholes??,OFF,TIN,OTH
3447,23299,@USER @USER The truth of it is that unless she has evidence than it's only allegations! If there is no proof than it is only 'what she says' against 'what he says'! She doesn't get marks for truthfulness just because she is a woman; because women can lie just as quickly as a man can!,NOT,,
932,17573,@USER @USER Let’s not discuss fault rn. If this happened he is 10000% to blame. Let’s first get reasonable amount of evidence before presuming he is guilty,NOT,,
3724,31309,@USER Oh shit.,OFF,UNT,
10430,55224,"@USER So tired of the spicy I know the far right includes literal murderers and far right terrorism is on the rise, but antifa are just as bad because I think they broke a window once.""""",NOT,,
9978,50764,@USER Tina. She's traumatized and hated by Conservatives.,NOT,,
1042,13613,@USER @USER Or he raised a hand. SMH,NOT,,
164,88546,@USER Absolutely should be a nail in the coffin.... for Hilliary,OFF,TIN,IND
12706,73648,@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit? There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own way into the fucking sea the better.,OFF,TIN,GRP
3295,24967,@USER @USER homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay,OFF,TIN,IND
4440,31573,Again if the economy is booming why is gas so MOF high 2nd question this is for the #MAGA cult how will making cars go half as far on gas doubling your cost to fill your tank make Fucking sense to you? #TuesdayThoughts URL,NOT,,
9566,34003,#TimesUpTwitter Pro-Life Organization President Slams Twitter for Bias URL #Newsmax via @USER,NOT,,
7891,28186,@USER Same and he is mine too dhudbe! There is a reason he is my lock screen HAHA,NOT,,
8469,96596,@USER @USER Yes he is but that has little to do with beating the Giants from the TE position,NOT,,
7291,49035,@USER @USER @USER @USER Does your mom know you are on Twitter?,NOT,,
12619,10659,Just #MAGA URL,NOT,,
2130,79632,@USER @USER @USER @USER She is not in this photo. It has not been verified that they knew each other. This story is about the weirdest I’ve ever heard and The Texas Rangers better do right by Bo.,NOT,,
9947,78965,@USER Or the ones we lose when the NRA challenges reasonable gun control measures as unconstitutional as they did the new laws that the #Parkland kids helped get passed in FL.,NOT,,
6372,43865,@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.,OFF,TIN,IND
3476,74926,@USER You are your daddy's first mistake.,NOT,,
9879,81548,@USER @USER Oh @USER The Dem candidates do have clearly stated policy proposals. One involves rational gun control. When elected they won’t vacillate like Trump. You and @USER are done deceiving America.,OFF,TIN,IND
836,33127,@USER @USER You can convert but it's very hard and discouraged. If just your father is Jewish you are not Jewish,NOT,,
3804,90788,@USER @USER When exactly did you adopt Malam? You have a catalog of articles as plain old Bolaji &amp; became Malam because of politics &amp; you are pleading facts here. Please,NOT,,
1026,16278,@USER what the actual fuck..ill report them this is so fucked up,OFF,TIN,IND
6873,56548,@USER Congratulations to our Great American President. We will be doing great things together! MAGA  I-Q-2  WWG1WGA,NOT,,
5618,92701,@USER She is just great. As long as she wins the title eventually,NOT,,
2866,65978,@USER @USER @USER @USER Oh and how can I forget? He created the greatest American economy in decades. One where no matter who you are or what color your skin is you have a better chance of having a job instead of a government handout.,NOT,,
8420,39698,@USER @USER she is and also a goddess,NOT,,
6645,35292,@USER @USER He is not wrong...,NOT,,
9568,93663,@USER Guess the robber didn't know about all of NYC's gun control laws,OFF,TIN,IND
5734,56937,@USER @USER @USER @USER Well . You know where I am. Come on over . At least youll be at hospital. Lil Antifa libtard will never show.,NOT,,
3237,33566,@USER @USER Bro I randomly tried this dns shit and it worked first time wtf,OFF,TIN,IND
3636,34028,@USER We The People #MAGA #Winning URL,NOT,,
3138,51884,@USER @USER @USER I sat during the Levi's commercial so they know that i don't support their gun control stance,NOT,,
7487,32435,.@USER used his #LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of @USER and the @USER The @USER are the only party who #DemandBetter for Britain URL,NOT,,
11878,19871,@USER @USER @USER Soy boy is a slur against liberals. I wasn’t calling you anything.,NOT,,
6416,88856,@USER An insult to holocaust survivors and their families. An embarrassment to film making.,NOT,,
5091,44815,#UofGH Justice Studies Assistant Program Head Dr. Glenn Hanna recently took part in a series of interviews with CBC radio regarding gun control and what a potential ban on handguns and assault rifles could mean for Canada. Listen to the interview here: URL URL,NOT,,
6704,82248,ANGELINA IS SO FUNNY AT RHE WRONG TIMES IMNGONNA SHOOT THIS BITCH UPPDOALS,NOT,,
1244,15554,@USER @USER Antifa will sign anything if they’re paid enough.,NOT,,
12161,66242,@USER Diversity makes you stronger,NOT,,
2571,63591,@USER @USER He is treason. He went to Iran for what?  To beg Iran to give them(the treasons) more time to get the power back so they can keep giving tax payers $$ to Iran the terrorists leader.,OFF,TIN,IND
4014,22874,@USER @USER Liberals ruin a life doesn’t matter as long as they win in the end! Must stop! The have no Conscience,OFF,TIN,OTH
886,66845,@USER EXPOSE these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.,OFF,TIN,GRP
677,37069,@USER @USER @USER @USER @USER I didnt know my statement was for your entertainment but the root of this problem is conservatives dont root for Serena even though she is the greatest America female tennis player to play the game. So of course they will side with the ref and it all stems from racial resentment,NOT,,
9368,14659,@USER You are an individual of excellent taste.,NOT,,
293,83751,@USER @USER @USER Liberals can’t meme. They have no sense of humor or knowledge of meme-ing philosophy.,NOT,,
2233,31376,@USER Oh SHIT SJSNSN I’ve had work every day since I messaged u so sorry I’ll make it Tuesday!,NOT,,
234,44837,@USER @USER SOROS is at the root of everything and anything anti American. He has his money in Hollywood all the way to Islam and ANTIFA to illegals . URL,NOT,,
3919,91291,@USER @USER Clearly this amazing little girl has the ability to put herself in other's shoes. She shows empathy which some children do more than others. She is able to distinguish right from wrong no matter who puts her to shame or tries to bully her to conform. She is a hero,NOT,,
9006,12506,@USER It bothers me because I feel whoever still supports him is just as racist as he is.  I'm half black and my daughters and daughter are black so I don't get how my family doesn't see anything wrong with supporting him.,OFF,TIN,OTH
1435,90116,@USER @USER He is delusional.,NOT,,
9411,78079,@USER @USER I hope you don't make it!,NOT,,
1584,36653,@USER @USER @USER He is pretty good!,NOT,,
6693,47148,@USER @USER @USER I don’t think he is a sociopath.  I think he knows what he did and he knows he is lying.,NOT,,
1445,93348,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Great girl and I’m sure there are more of them. In the Democratic Party. She is a real prize,NOT,,
8728,46150,@USER Fake News or PROPAGANDA is the ENEMY of this Country,OFF,TIN,OTH
5810,49858,@USER 2 ways for President Trump to lose in 2020. Gun control and an immigration bill with no wall.,OFF,TIN,IND
1113,58585,@USER honestly ya when i talk about my opinions on gun control ppl are taken aback. 😂,NOT,,
289,95200,@USER @USER @USER @USER @USER Bitch.. URL,OFF,UNT,
11593,15102,"@USER Isn't this bodyshaming""?  Good to see the feminists and liberals have no issue with bodyshaming, as long as it's directed towards a man.""",NOT,,
6199,45136,@USER @USER I wonder which one is the Democrat and which is the Republican. The dude is now totally for gun control. 😂,OFF,TIN,OTH
549,93137,@USER You are definitely living outside DC. I can’t get this book through Amazon in VA for two weeks becaus it’s back ordered. The first print is 1 M copies!,NOT,,
10043,96512,@USER Isn't he about to marry Steven Baldwin's daughter? He'll be sporting a MAGA hat in no time.,NOT,,
767,42770,"@USER The letter could be seen as a dog whistle to ANTIFA to inform them about the event and jeopardize the safety of possible attendees.""  Except it was an internal email. How is that a dog whistle?""",NOT,,
6868,82648,@USER Right..? Total OCD right there lol Yeah...totally gonna floss that sucker off.,OFF,TIN,IND
649,40567,@USER I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.,OFF,TIN,IND
2805,17533,@USER Have a bacon double cheeseburger ...or ten,NOT,,
2475,76860,"1/7 🔥🔥🔥  CONSERVATIVES SUDDENLY REALIZE JUVENILE OFFENDERS DESERVE LENIENCY  The president regularly refers to teenage gang members as “animals,” and has, in the past, called for imposing the death penalty on alleged teen rapists. ... URL",OFF,TIN,GRP
8273,27820,@USER @USER @USER @USER @USER @USER @USER @USER I think you mean @USER Alan!,NOT,,
5242,64611,@USER @USER If you want societal dregs - take a look at #antifa,NOT,,
9680,79553,@USER @USER Besides she’s a leftist celebrity. We never use death threats. At least good conservatives like you and me...,NOT,,
1509,46898,@USER @USER There is no reason. The bravest people politically in our society are black conservative. They are seeing the cities that have the worst quality of life for black Americans have generationally been ran by liberals with promises but no improvements.,NOT,,
11866,93781,@USER @USER @USER this crossing proves very little. It only goes to show many are disgruntled with the lack of leadership of @USER .. But understand Mr. Scheer there are many conservatives disgruntled with your lack of vision and leadership. Hence @USER #cdnpoli,NOT,,
3982,62968,@USER @USER Who cares.,NOT,,
6582,29193,@USER @USER @USER Why do you think? It really doesn't matter who she's representing.  We know it's not the people. By extension we know she lies pretending she is weighing the evidence. She is always only looking for an excuse for her votes supporting whoever owns her.,NOT,,
3557,18562,@USER @USER Little ass boy🐒,OFF,UNT,
9824,34072,@USER @USER @USER I think he is right behind Trump.,NOT,,
9738,96199,@USER @USER @USER Antifa do promote hared based on Race. Black Lives Mater is a Hate Group. Prime Example of How The SPLC are not Trust Worthy.,NOT,,
4016,97456,@USER Conceal and carry is your best friend.,NOT,,
9646,82330,We don't need more elitist in government #trump #maga @USER URL,NOT,,
6938,93111,@USER There is a full-blown coup d'etat going on between the Deep State and the Liberals for everything they can do to try and get Trump out of power and it's absolutely ridiculous and should be against the law,NOT,,
12431,85553,@USER That's because you liberals have no morals anything goes with your kind drugs sex child endangerment,OFF,TIN,OTH
1196,51729,@USER Amen..............,NOT,,
112,80561,@USER @USER There are many dumb arguments for gun control but this may be the dumbest and most common.,OFF,TIN,IND
10974,52694,@USER Alright imma need an explanation there,NOT,,
8843,61754,@USER I know a lot of Democrats you wish good things for her butt she turned to the dark side.,NOT,,
9294,20191,@USER this high road shit doesn't work on Trump/Conservatives/Republicans/GOP/MAGAts no more mister nice guy. As @USER says they go low we go for the jugular. They have to be stopped.,NOT,,
11615,31963,@USER I always knew that is how Biden and Obama felt about conservatives. It’s just shocking that they so easily admit it now. No wonder there is such hatred and violence on the left!,OFF,TIN,GRP
9343,84968,@USER So you are saying they should not count on him to keep the streak alive?,NOT,,
1315,31487,@USER There you are! 👋🐾,NOT,,
12122,63328,@USER @USER @USER @USER WATCH THIS PLEASE! James &amp; Gavin discuss Antifa #Resistance actually IN the DOJ  using their positions to TARGET specific Americans,NOT,,
12433,82023,@USER @USER @USER Arrest her immediately. She is a wicked crazy democrat,OFF,TIN,IND
7135,88916,@USER Liberals ruin everything.,NOT,,
2353,93594,@USER @USER @USER @USER @USER Looks less like she is getting $200 dinners a day and more like she's getting 200 dinners a day,NOT,,
11550,79787,@USER @USER BOOP POLICE DEPARTMENT FREEZE OH SHIT  SHE IS TOO CUTE OPEN BOOPBOOPBOOP URL,OFF,TIN,IND
12323,22147,@USER @USER @USER @USER Yeah! Let's get some gun control in this piece so white male Americans can stop shooting places up. PROTECT ALL AMERICANS,NOT,,
10881,90905,"@USER @USER I wouldn't be so confident in her exclusion if i were you, if she isn't in oh well"", but if she is, you may have a lot of ""told ya so's"" by different people""",NOT,,
12093,16434,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER AHHHHHHH yes!!!! It's Amish Brother and Antifa Warrior Jaquonadiah. Thank you for clearing that up,NOT,,
1131,30224,@USER you are no patriot if you actively try and disrupt the will of the People simply because you lost the election.   When has it ever been patriotic to undermine the Presidency?    He is working to bring prosperity to every American.,NOT,,
4095,16545,@USER @USER Look at her moving and not one word of Truth coming out of it. If you ever get a chance to ask that layer a question ask her do you agree with me that the Golan Heights belong to 🇸🇾. She is dead dead in the water she couldn't answer it without condemning herself true,OFF,TIN,IND
1230,41416,@USER No wonder liberals are so messed up! Watching and supporting trash tv!,NOT,,
9906,51630,@USER He's such a JERK-OFF what about what the did to Sarah Sanders and all the other women in Trump's cabinet including Pam Bondi ect... .Oh yeah they don't count because there not Democrats or Liberals #HESANIDIOT,NOT,,
10758,77413,@USER Clown who cares about you or the nfl.  #NFLFreeSundays,OFF,UNT,
3985,10023,@USER Cant wait for 2020!!..@USER URL,NOT,,
4548,79816,"@USER @USER I wouldn't say cowardly. She is brave! I mean He"". :)""",NOT,,
2908,18977,@USER babe i hope you are not wonting these women,NOT,,
4595,44840,@USER Clearly that man must have been blind.  But thanks for being not only a beautiful woman on the outside but being a kick ass one on the inside as well.  I know there are many woman applauding your post along with me.,NOT,,
5542,31470,@USER She is so beautiful @USER thank you!!🌺,NOT,,
6844,11892,@USER @USER Thank you first lady for your service to the USA and putting up with the vile liberal hoard everyday. You are a true patriot #MAGA,NOT,,
2241,93128,@USER @USER @USER I am sorry but I did not hear why you were there,NOT,,
8366,70658,@USER @USER Because the party of violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about is so great &amp; honest. Good ole Keith Ellison the women beater can tell you that.,OFF,TIN,OTH
3936,94717,@USER Go figure,NOT,,
8772,62153,@USER It's odd because they could easily withdraw him and get another acceptable to conservatives seated before new Congress is seated in January.,NOT,,
10978,95552,@USER girl! which foundation?!?!,NOT,,
12228,49641,@USER Antifa's been busy lately it seems.,NOT,,
1277,59149,@USER @USER @USER Isn’t it funny how they want gun control but they partner up with snoop dog 🤔,NOT,,
11067,90853,@USER @USER Ciara has stopped me from doing so much dumb ass shit god bless that woman,OFF,UNT,
7547,87893,.@USER the Kavanaugh accuser issue makes it evident the dbl standards the Dems use to discredit conservatives.  Please release and make public ALL the names of those who used the congressional sexual harassment fund. Let all the their accusers come forward... URL,NOT,,
9528,61063,@USER She worked for @USER before he fired her for her comments on The View. She is inconsistent all over the damn place.,OFF,TIN,IND
12548,61944,@USER @USER @USER I fuck with this hard,OFF,UNT,
12378,62686,@USER @USER Glad I wear Wranglers. So what gun control would you propose that will stop the criminals?,OFF,TIN,GRP
12179,39956,@USER I m pretty sure you are not too bad yourself...thanks for a lil bit of sweetness on this brutal world,NOT,,
4715,51622,@USER @USER LMAO CRY ME A RIVER YOU SCHMUCK! we had to put up with OVOMIT for 8 LONG YEARS! We kept our mouths shut and put our noses to the grind wheel!!!!! We didn’t RIOT AND CRY!!! GROW UP!,NOT,,
11024,58973,@USER Keep telling it like it is!  #MAGA,NOT,,
2748,33809,@USER goodluck! you are my bet ! #Emmys,NOT,,
7845,33684,@USER She should be fired and arrested. Clearly she is using drugs on the job.,OFF,TIN,IND
8832,92106,@USER @USER @USER One day you are gonna be an expert mate 😻👍😹,NOT,,
13076,54258,#Tories #Labour #GE2017 #Conservatives Conservatives URL theresa_may: I’m pleased the Government is investing £2 billion in new long-term funding to build more affordable and social homes. Everyone deserves a decent and safe place to… URL,NOT,,
10971,16502,#MOGG: #JacobReesMogg calls for @USER to #ChuckChequers now.   'Chequers pleases nobody other than the #PrimeMinister herself.'  URL #BBC #SKY #LBC @USER @USER @USER @USER @USER @USER @USER @USER #Tory #Tories,OFF,TIN,IND
6689,44907,"@USER If you are into comedy movies the galpal flick Bookclub"" is both funny and heartwarming! Diane Keaton ,Jane Fonda Candice Bergun and Mary Steamburgen are just part of the fantastic cast! Made me laugh from beginning to end""",NOT,,
11408,40604,@USER STOP LYING AHOLE! FBI ISNT INVOLVED CAUSE THERES NOTHINGBURGER TO INVESTIGATE. ITS ALL LIBERALS CHARADE TO DELAY.. KAVANAUGH WILL B CONFIRMED #GINSBERGISNEXT 🤣🤣🤣🤣🤣😋😋,NOT,,
1077,49622,100% agree with Trump on this.  Surprised to see so many liberals talk about how cute he was sneaking candy at a war criminal's funeral. URL,OFF,TIN,IND
11588,41346,@USER @USER @USER Oh...July...so like 35 &amp; 3/4 years ago...  NO...that's a difference maker.  I had no idea!   Please share your thoughts on serial woman abuser &amp; Antifa lover @USER 🤔,NOT,,
11951,42802,"@USER Please don't confuse Liberal"" with ""progressive"".   We are all liberals at heart. We don't force our beliefs on others.   The same cannot be said for lefty progressives.""",NOT,,
5907,97413,@USER @USER she is a zombie.,OFF,TIN,IND
851,57111,@USER When is LVMPD and MGM going to be held accountable for #VegasShooting and it's subsequent coverup &amp; knee jerk Gun Control? Anyone else find it curious that the first surveillance video released by MGM was in an exclusive to the New York Times ?,NOT,,
12002,17565,@USER Too many Republicans/Conservatives perennially bringing a knife to a gun fight is how Connecticut has ended up a basket case state.  If you can't stomach matching your adversaries aggression level you will get steamrolled.  Every 4th grader knows this.,OFF,TIN,GRP
10840,66458,@USER Fuck 😩 I didn’t realize it until I got on and finally played it again,NOT,,
623,48319,@USER @USER @USER I'd trust mark Dobson over you sorry lot running ( I use that term loosley) our fine city. Stop behaving like a petulant 6 year old and start doing what you are elected for.,NOT,,
1173,30412,@USER How he is still batting,OFF,TIN,OTH
3076,73934,@USER Now that's what I call an Antifa Supersoldier,NOT,,
11403,96551,20180919: Chris Hall CBC: The Liberals' fall strategy just hit a brick wall named Leona Alleslev URL,NOT,,
1486,18970,@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids,NOT,,
10740,62217,@USER @USER @USER No school shootings in New Zealand ever. Suggest you do some research around countries that have unarmed police forces. Their children and citizens are kept safe by strong gun control laws that are strictly enforced.,NOT,,
2505,20018,#QAnon  #MAGA  Q Drop 2236  URL URL,NOT,,
4030,78014,@USER you're a jerk. Attacking julie for standing by her husband. You're just like all the other liberals want to ruin peoples lives. How about you not bash people until he is found guilty... bet your client just wants MONEY!!!,OFF,TIN,IND
6685,76483,@USER He'll be in the loony bin by then !!!!!!!!!,NOT,,
2269,73297,...when Liberals/Democrats punish &amp; slander people for simply being honest and truthful? That's when you know its time to #WalkAway and vote Republican. URL,NOT,,
9337,68883,@USER First Amendment,NOT,,
7616,16162,@USER If you want to #MAGA:  1. Stop Intellectual Property theft by China. 2. Pivot away from China and give business to other Asia countries. 3. Ask US business to move to other countries 4. Tax reciprocally 5. Make Xi look weak!  Demolish South China Sea. Xi is a crook!  @USER,OFF,TIN,IND
8731,95893,@USER  time to kick may out and take on brexit as it should of been done 2 years ago. #conservatives #Maymustgo,NOT,,
7435,39315,@USER His name is Coco!  He is a Pomeranian.  He's actually old.  He's is 12. The most loyal dog I have even known!,NOT,,
12742,89821,1000 gay children have now died as a result of bert and ernie not being gay. hope ur happy conservatives.,NOT,,
5277,47261,@USER Omg Jin’s laugh makes me wanna laugh my whole life. He is so adorable,NOT,,
7456,77733,"@USER Please don't tie him to the left - the guys pathalogical Also, let's not make alt-left"" a thing.  The alt right are Nazis and white supremacists  a bunch of random college / yuppie socialists, podcasters, and a few antifa are not equivalent in any way, shape, or form.""",NOT,,
5202,62085,@USER Does he know who you are? Lol,NOT,,
9506,80908,@USER @USER Crooked,NOT,,
4784,99629,@USER Doesn’t the University of Wisconsin have entrance requirements or do they take anyone rejected by other Universities?,NOT,,
644,21734,@USER BITCH,OFF,TIN,IND
8661,36013,@USER Can Connecticut get a date if around the Fairfield county *cough BRIDGEPORT cough*. It will be hard to go to New York if people got school😭,NOT,,
1428,95780,@USER Yes that and ANTIFA.,NOT,,
8990,85045,@USER haaaaaa cause it never happened so if ye gonna tweet shit make sure it’s fact kid 🙄,OFF,TIN,IND
6008,58983,@USER Threats from who? Are liberals threatening her if she does not follow the playbook?🤔,NOT,,
2776,31857,@USER Im not apart of Antifa foxy. I agree with you they are terrorsits,OFF,UNT,
1920,71179,@USER @USER What you are saying is simply untrue.,NOT,,
124,13420,@USER @USER @USER You are clearly not a pokemon master! I have almost 400 in rare candy alone. Over 150 legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game.,NOT,,
5271,75575,@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.,OFF,TIN,OTH
1693,31404,@USER That shit weird! Lol,OFF,UNT,
12995,44031,@USER Illegal Immigrants:  Human Beings Trump Supporters:  MAGA Gullibles MS-13 Killers:  Fear mongering Human beings in the womb:  Not your baby/not your business Antifa:  Same as RW nut jobs  Law Abiding NRA Members:  Could be terrorists Bill Clinton:  Your crush Kavanugh:  PREDATOR,OFF,TIN,IND
10402,71527,@USER Fuck you are killing me lately 😂,OFF,TIN,IND
13236,67210,Benidorm ✅  Creamfields ✅  Maga ✅   Not too shabby of a summer,NOT,,
12149,27638,@USER I hope those La La Land libtard lunatics don't think most conservatives would watch that garbage. Those idiots make a living playing dress up. Grow up and move into the real world.         VOTE REPUBLICAN!,NOT,,
12415,82672,@USER Rosier has played like straight fucking garbage i mean he was tolerable at most during the undefeated run last year but ever since Pitt he’s shown how much of a scrub he is and Richt is scared to death to start Perry,OFF,TIN,IND
4760,24889,@USER @USER @USER They won’t be the last. Ford supports them and Levi’s has come out for gun control. Corporate America is going to take our country back.,NOT,,
6654,61286,@USER And then wana talk shit when you play something they don’t know but the song be fire and end up blowing up then later becomes they song 🤦🏾‍♂️,OFF,TIN,IND
